MS_system,Microservice,Taylor_JC,Yin_JC,Liu_JC,Huang_JC,Taylor_CC,Yin_CC,Liu_CC,Huang_CC,Taylor_TAC,Taylor_FOM,Taylor_FOM_NORM
train-ticket-0.0.1,ts-admin-basic-info-service,6.121579164432011e-18,0.009700139293102025,2.007721167361184e-18,0.0,1.0151531482595027e-17,0.01757243397111895,3.0396759927603915e-18,0.0,0.0,4284604125830851.0,0.10159845915092619
train-ticket-0.0.1,ts-admin-order-service,8.44679666302346e-21,0.00831377626406982,4.366742471441417e-19,0.0,1.4007484008371454e-20,0.015060947068555286,6.611217968306547e-19,0.0,0.0,5690458042421017.0,0.13493469921468193
train-ticket-0.0.1,ts-admin-route-service,6.923402241658825e-24,3.239838134819667e-19,3.588784738926206e-23,0.0,1.148120998438313e-23,5.869177748995544e-19,5.433395329709349e-23,0.0,0.0,1434580892151254.2,0.03401742702230747
train-ticket-0.0.1,ts-admin-travel-service,0.05067308490721721,0.001781475976517535,0.03317235302630063,9.664395788608055e-50,0.08403214316735146,0.003227259735409222,0.05022271357030471,0.048317504061873955,0.0,6061360926801134.0,0.1437297151463689
train-ticket-0.0.1,ts-admin-user-service,1.0073166214414813e-25,0.0,0.0,0.0,1.6704523654482957e-25,0.0,0.0,0.0,0.0,0.0,0.0
train-ticket-0.0.1,ts-assurance-service,1.0028381260530248e-25,6.653919743394298e-20,0.0,0.0,1.6630255911292232e-25,1.2054008896869068e-19,0.0,0.0,0.11799424665690383,1484680556943967.5,0.035205412795889415
train-ticket-0.0.1,ts-auth-service,4.51395660921828e-33,0.0,0.0,0.0,7.485580337798179e-33,0.0,0.0,0.0,0.0,0.0,0.0
train-ticket-0.0.1,ts-basic-service,7.816258401835186e-17,0.010777932474032909,5.317111214640298e-24,0.0,1.2961850383860872e-16,0.01952492650077762,8.050069687327057e-24,0.0,0.06050013585016839,4141335692210437.0,0.09820121364741584
train-ticket-0.0.1,ts-cancel-service,3.060269439326813e-18,0.008887204448088337,5.234897305675692e-19,0.0,5.074903178423907e-18,0.016099749563691583,7.92559839648583e-19,0.0,5.551115123125783e-17,6889068379564874.0,0.1633566863574436
train-ticket-0.0.1,ts-config-service,1.2078473689095605e-17,9.805756831202002e-20,0.0,0.0,2.0029963286103568e-17,1.7763767018859182e-19,0.0,0.0,0.10058975129993608,1265685846676035.5,0.03001251177819951
train-ticket-0.0.1,ts-consign-price-service,2.621048332103649e-17,2.890084783284209e-17,0.0,0.0,4.346534439242552e-17,5.2355767778832063e-17,0.0,0.0,0.03167121420794925,398507870354698.8,0.009449597768779456
train-ticket-0.0.1,ts-consign-service,3.640703151909336e-17,2.602567382436636e-19,1.0453683185356268e-22,0.0,6.037447474359302e-17,4.71472028404558e-19,1.5826804205194713e-22,0.0,0.12595775631857772,1704814421524927.2,0.040425325952750134
train-ticket-0.0.1,ts-contacts-service,3.0826021594277e-17,1.6952158402436534e-19,0.0,0.0,5.111937954109467e-17,3.0709938815682956e-19,0.0,0.0,0.11799424665690263,1484680556943952.2,0.035205412795889054
train-ticket-0.0.1,ts-execute-service,2.7625661380583215e-17,0.00831377626406982,2.423253998710085e-19,0.0,4.5812161159647586e-17,0.015060947068555286,3.668789831967019e-19,0.0,1.3877787807814457e-17,5690458042421017.0,0.13493469921468193
train-ticket-0.0.1,ts-food-delivery-service,5.4790803426705e-18,0.0,0.0,0.0,9.086063432367278e-18,0.0,0.0,0.0,0.0,0.0,0.0
train-ticket-0.0.1,ts-food-map-service,2.3461434559544263e-17,2.6819142627341153e-20,0.0,0.0,3.8906544399831357e-17,4.858462324516407e-20,0.0,0.0,0.031671214207949445,398507870354701.25,0.009449597768779513
train-ticket-0.0.1,ts-food-service,0.02533654245360862,0.01377839119401816,0.018955630263870146,0.0,0.04201607158367575,0.02496045285218816,0.028698693412919973,0.0,0.12595775631857772,3319006793125823.0,0.07870178111907854
train-ticket-0.0.1,ts-inside-payment-service,1.986071043218943e-18,0.010403860943394539,3.923748922699321e-20,0.0,3.2935394904393342e-18,0.018847271564699265,5.940528792464014e-20,0.0,0.04736983076248702,5921655845173717.0,0.14041696544720095
train-ticket-0.0.1,ts-login-service,2.1955931328360023e-19,0.0,0.0,0.0,3.6409939677750077e-19,0.0,0.0,0.0,6.776263578034403e-21,8.52633672240713e-05,2.0218032932751774e-21
train-ticket-0.0.1,ts-notification-service,1.9167726128770384e-19,8.556740876117971e-19,0.0,0.0,3.178620581704526e-19,1.5501093284349403e-18,0.0,0.0,0.11799424665690263,1484680556943952.2,0.035205412795889054
train-ticket-0.0.1,ts-order-other-service,5.580102899748872e-20,0.048932448086859676,4.946718506840582e-19,0.0,9.253591065529644e-20,0.08864431603193716,7.489297683676726e-19,0.0,0.3272512756040135,4281164759513301.5,0.10151690335065705
train-ticket-0.0.1,ts-order-service,1.8294495704782895e-20,0.10190661873355222,1.0460977615863614e-19,0.0,3.033811115020266e-20,0.18461047566489877,1.5837847922646367e-19,0.0,0.3272512756040135,4281164759513301.5,0.10151690335065705
train-ticket-0.0.1,ts-payment-service,4.897729352908294e-22,1.222870117254364e-21,0.0,0.0,8.121997998189986e-22,2.21530884674903e-21,0.0,0.0,0.0,0.0,0.0
train-ticket-0.0.1,ts-preserve-other-service,0.07909112364393671,0.0156592823457058,0.11620605256263594,2.8210907733029666e-49,0.13115831880934858,0.028367809651012363,0.1759351616800241,0.1410414762386438,0.23463405081062447,1.7319923694959504e+16,0.41069781672729755
train-ticket-0.0.1,ts-preserve-service,0.07909112364393671,0.01943863768123228,0.1162060525626357,2.940543632972317e-49,0.13115831880934858,0.035214357940701616,0.17593516168002374,0.14701356612250358,0.23463405081062447,1.7319923694959508e+16,0.41069781672729766
train-ticket-0.0.1,ts-price-service,1.933788072470158e-21,2.619687562023938e-23,0.0,0.0,3.2068376428762582e-21,4.7457346041786416e-23,0.0,0.0,0.06050013585016836,761252162153264.6,0.018051153485524146
train-ticket-0.0.1,ts-rebook-service,0.07350915451789865,0.021771692410382355,0.09976112847673252,3.950912283599523e-49,0.12190163294516985,0.039440838503527205,0.15103766009498693,0.19752732036900816,0.17648099811979018,1.4735223553781436e+16,0.34940824504255047
train-ticket-0.0.1,ts-register-service,8.29083773288655e-19,0.0005734281840185174,1.4779907729570826e-20,0.0,1.374885433998856e-18,0.0010388024951362995,2.2376678311280705e-20,0.0,0.011910819158119344,674634510011139.1,0.015997236779461046
train-ticket-0.0.1,ts-route-plan-service,0.05067308490721722,0.012758576657930705,0.042650168276513814,9.664395788608055e-50,0.08403214316735147,0.023112992413045,0.06457206045583694,0.048317504061873955,0.046368064615313766,7228640044121748.0,0.17140876231991156
train-ticket-0.0.1,ts-route-service,1.4929665110742398e-23,7.863493748092124e-18,0.0,0.0,2.4758148400154585e-23,1.424523096992213e-17,0.0,0.0,0.16381884177220996,2061275495469674.0,0.04887789118316049
train-ticket-0.0.1,ts-seat-service,0.05064882604394363,0.025452694552940174,0.047389075705134606,2.537450875174123e-49,0.08399191423170613,0.04610921357971224,0.0717467336011249,0.12686079466297356,0.4000496886287178,1.2300218345648386e+16,0.29166830690466594
train-ticket-0.0.1,ts-security-service,8.452145825483948e-21,0.010403860943394539,8.656224013530262e-19,0.0,1.401635462650193e-20,0.018847271564699265,1.31054634227256e-18,0.0,0.16457017896167084,6690444594819556.0,0.15864682988337872
train-ticket-0.0.1,ts-sso-service,2.9932507973968937e-25,0.0,0.0,0.0,4.9637648862941075e-25,0.0,0.0,0.0,0.0,0.0,0.0
train-ticket-0.0.1,ts-station-food-service,3.13085730410923e-25,0.0,0.0,0.0,5.191960380884239e-25,0.0,0.0,0.0,0.0,0.0,0.0
train-ticket-0.0.1,ts-station-service,4.7821597177969707e-26,0.17599222212930468,0.0,0.0,7.930346668075484e-26,0.31882137043093056,0.0,0.0,0.046368064615313766,583433226177981.5,0.013834630938194838
train-ticket-0.0.1,ts-ticketinfo-service,5.273792789814205e-17,0.0011878763008686915,7.866998482082487e-19,0.0,8.745631168105457e-17,0.002151915269682361,1.191058141429988e-18,0.0,0.2406115950787769,3029537946298546.0,0.07183776569404932
train-ticket-0.0.1,ts-train-food-service,5.879793845201433e-27,0.0,0.0,0.0,9.750574276248706e-27,0.0,0.0,0.0,0.0,0.0,0.0
train-ticket-0.0.1,ts-train-service,2.756284578462272e-28,2.0352771449156102e-18,0.0,0.0,4.570799285881175e-28,3.687037078672689e-18,0.0,0.0,0.16381884177220996,2061275495469674.0,0.04887789118316049
train-ticket-0.0.1,ts-travel-plan-service,0.12236717366909133,0.013653172707041748,0.1191462575813305,4.634288263419069e-49,0.20292381795134595,0.02473361140920794,0.1803866117889384,0.23169295514116778,0.18440775100797382,1.1973096104911654e+16,0.2839114372763883
train-ticket-0.0.1,ts-travel-service,0.03581507361878194,0.02395873972726898,0.03350913678564642,2.329690840293911e-50,0.05939281966735097,0.0434028171315076,0.050732601857920105,0.011647375490508973,0.3257572257390182,1.1618171311686682e+16,0.27549530102503145
train-ticket-0.0.1,ts-travel2-service,0.03581507361878194,0.008363055486563629,0.03350913678564636,1.417656379431393e-49,0.05939281966735097,0.015150219589006239,0.05073260185792002,0.07087625483246422,0.3257572257390182,1.1618171311686682e+16,0.27549530102503145
train-ticket-0.0.1,ts-user-service,1.0987941500922489e-29,0.0,0.0,0.0,1.8221512959209885e-29,0.0,0.0,0.0,0.0,0.0,0.0
train-ticket-0.0.1,ts-verification-code-service,2.8147971717599977e-31,0.0,0.0,0.0,4.667831835332042e-31,0.0,0.0,0.0,0.0,0.0,0.0
train-ticket-0.0.2,ts-admin-basic-info-service,4.393630071974964e-18,0.017599222212930532,1.6712858227306813e-19,0.0,4.049710313126653e-18,0.017648759886515056,1.494855869443904e-19,0.0,0.0,0.128773021327401,0.15006947972757423
train-ticket-0.0.2,ts-admin-order-service,6.915406840420722e-21,0.015149202981491952,1.2383003058072027e-19,0.0,6.3740902038504564e-21,0.015191844426851479,1.1075786410044655e-19,0.0,0.0,0.07719157388500922,0.08995750206732948
train-ticket-0.0.2,ts-admin-route-service,4.779702206946648e-24,3.386952255664719e-20,3.792749915291095e-23,0.0,4.405561916696649e-24,3.3964857301136186e-20,3.392366760427783e-23,0.0,0.0,0.03343199975751893,0.03896097768108889
train-ticket-0.0.2,ts-admin-travel-service,0.09271652486105217,0.0032500589454041583,0.05985113819001964,0.0019897315593087805,0.08545896235599285,0.003259207097363374,0.05353292895769778,0.08578643762690454,0.0,0.13073833685409547,0.1523598187718194
train-ticket-0.0.2,ts-admin-user-service,3.475461786848463e-26,1.5290966714510334e-18,1.0257319842755884e-16,0.0,3.203413398604853e-26,1.5334007191454745e-18,9.174501789678569e-17,0.0,0.0,0.13547651933800003,0.15788160099673146
train-ticket-0.0.2,ts-assurance-service,3.4601585487628004e-26,6.036192296478868e-19,0.0,0.0,3.189308050615944e-26,6.053182758901503e-19,0.0,0.0,-0.12495703525608408,0.01293869165685452,0.015078490084991875
train-ticket-0.0.2,ts-auth-service,1.463999573086908e-32,9.859124824524068e-19,1.660093253785865e-22,0.0,1.3494022192173422e-32,9.886875943379054e-19,1.4848448484959865e-22,0.0,0.0,0.08011820711222241,0.09336814135523333
train-ticket-0.0.2,ts-basic-service,2.0964456021632387e-17,0.019554690007671054,8.777962271571077e-23,0.0,1.932342331263491e-17,0.019609731863437545,7.851313189491271e-23,0.0,-0.06024409460389557,0.030120150959918286,0.03510141594316323
train-ticket-0.0.2,ts-cancel-service,6.793907330756061e-19,0.016194245321154332,4.324155853177339e-20,0.0,6.262101299625838e-19,0.016239828315048097,3.8676746189056826e-20,0.0,-2.7755575615628914e-16,0.12645930191152105,0.1473731178235237
train-ticket-0.0.2,ts-config-service,4.56045586163376e-18,8.895423468887516e-19,0.0,0.0,4.20347749648286e-18,8.920461994957953e-19,0.0,0.0,-0.10332640529998528,0.029500379874712993,0.03437914723075584
train-ticket-0.0.2,ts-consign-price-service,6.246936405203928e-18,1.689166389444274e-18,0.0,0.0,5.7579455646407996e-18,1.6939209957682262e-18,0.0,0.0,-0.034122344681036296,0.029251483433771194,0.03408908834254186
train-ticket-0.0.2,ts-consign-service,1.4366957554369538e-17,3.839565495831073e-18,1.6669843798355272e-21,0.0,1.3242356598772552e-17,3.850372970157929e-18,1.4910085100805648e-21,0.0,-0.13366769919047444,0.346899662465479,0.40426986434920387
train-ticket-0.0.2,ts-contacts-service,1.0622655059025822e-17,1.0252251494966352e-18,0.0,0.0,9.791146509971587e-18,1.0281109172988676e-18,0.0,0.0,-0.12495703525608388,0.1024138673234813,0.11935105371992476
train-ticket-0.0.2,ts-execute-service,9.734446946179297e-18,0.015149202981491952,2.265965408585374e-20,0.0,8.972464578203839e-18,0.015191844426851479,2.0267578680505233e-20,0.0,0.0,0.11383759518201282,0.13266403557441225
train-ticket-0.0.2,ts-food-delivery-service,1.0993377177518664e-18,0.0,0.0,0.0,1.0132849648827282e-18,0.0,0.0,0.0,0.0,0.0,0.0
train-ticket-0.0.2,ts-food-map-service,7.973181420100936e-18,4.86586879215509e-19,0.0,0.0,7.349065464425508e-18,4.879565069014064e-19,0.0,0.0,-0.034122344681036185,0.09065707450368911,0.10564992468261397
train-ticket-0.0.2,ts-food-service,0.04635826243052612,0.025017037752681714,0.0342006498063036,0.0009948657796543903,0.04272948117799646,0.025087454833348694,0.030590244592762862,0.04289321881345227,-0.13366769919047441,0.07598750996352904,0.08855431027767763
train-ticket-0.0.2,ts-inside-payment-service,8.313458167543523e-19,0.01896048273318906,6.446009714386901e-21,0.0,7.66270640161438e-19,0.019013852035154665,5.7655341324560786e-21,0.0,-0.034027547427437896,0.022761760936117384,0.026526096741039323
train-ticket-0.0.2,ts-login-service,2.84812596784291e-20,0.0,0.0,0.0,2.6251834852069412e-20,0.0,0.0,0.0,-1.6940658945086007e-21,0.1448240077157423,0.1687749752699096
train-ticket-0.0.2,ts-notification-service,6.312300426245193e-20,5.17490795911753e-18,0.0,0.0,5.818193092489509e-20,5.1894741085874975e-18,0.0,0.0,-0.12495703525608388,0.2809386897837656,0.3274002782306777
train-ticket-0.0.2,ts-order-other-service,1.3703764122541324e-20,0.08897528421043506,3.817257287407127e-20,0.0,1.2631075895464427e-20,0.08922572872059463,3.414287002048955e-20,0.0,-0.3069223037725779,0.0485706615361371,0.05660326853883648
train-ticket-0.0.2,ts-order-service,3.488235397140517e-21,0.1858807581246076,3.008028454785008e-21,0.0,3.2151871302318163e-21,0.18640396876484006,2.6904847333311245e-21,0.0,-0.32616713391355723,0.1309293660264467,0.1525824403132885
train-ticket-0.0.2,ts-payment-service,1.867785154108461e-21,2.218685967366601e-20,0.0,0.0,1.7215807151232987e-21,2.2249310468313752e-20,0.0,0.0,0.0,0.08685344274480286,0.10121724900841297
train-ticket-0.0.2,ts-preserve-other-service,0.14471370118520838,0.028445045162963076,0.21104964488750783,0.003105294797146592,0.13338596070675438,0.02852511127868861,0.18877010509708728,0.13388347648318458,-0.24229114832341114,0.05226538248618528,0.06090902175481944
train-ticket-0.0.2,ts-preserve-service,0.14471370118520838,0.035357146806024115,0.21104964488750705,0.003105294797146592,0.13338596070675438,0.03545666886308809,0.18877010509708658,0.13388347648318458,-0.24720391880854345,0.12224963438033241,0.14246725625625212
train-ticket-0.0.2,ts-price-service,1.3856009691687104e-21,2.3764846122446606e-22,0.0,0.0,1.2771404152827333e-21,2.3831738578019743e-22,0.0,0.0,-0.030122047301947792,0.1397698948022592,0.16288501409953024
train-ticket-0.0.2,ts-rebook-service,0.11613131762381165,0.03385952005629691,0.10353364312022113,0.002401818457982532,0.10704091763618484,0.03395482664609865,0.09260407286307307,0.10355339059327413,-0.13112473316257658,0.08382228026072543,0.09768479343451825
train-ticket-0.0.2,ts-register-service,2.8637772093320483e-19,0.0,0.0,0.0,2.6396095959703603e-19,0.0,0.0,0.0,-0.004343232168284794,0.08457825589285994,0.0985657921765817
train-ticket-0.0.2,ts-route-plan-service,0.09271652486105217,0.023168252074686018,0.07695146497928135,0.0019897315593087805,0.08545896235599285,0.023233465258252536,0.06882805294108119,0.08578643762690454,-0.04801361895352506,0.10077627660739434,0.11744263855472445
train-ticket-0.0.2,ts-route-service,6.104558039928331e-24,6.145037657055399e-19,0.0,0.0,5.6267121369791224e-24,6.162334493582422e-19,0.0,0.0,-0.16875729778740253,0.1255256831784609,0.14628509739742812
train-ticket-0.0.2,ts-seat-service,0.0926378467333005,0.04643903070367183,0.08550162524067398,0.0019897315593088187,0.08538644290848502,0.04656974565895491,0.0764756121302962,0.08578643762690619,-0.4047612492979449,0.053430044962855826,0.06226629589602176
train-ticket-0.0.2,ts-security-service,6.916958162161678e-21,0.018960482733189055,9.772054251935674e-20,0.0,6.375520092928602e-21,0.01901385203515466,8.740463454158237e-20,0.0,-0.16161343493963187,0.029810254707851046,0.03474026910636567
train-ticket-0.0.2,ts-sso-service,1.0073450114535644e-25,0.0,0.0,0.0,9.284931628134193e-26,0.0,0.0,0.0,0.0,0.35082388990036295,0.4088430797899477
train-ticket-0.0.2,ts-station-food-service,1.2589193982185894e-25,0.0,0.0,0.0,1.1603750854858203e-25,0.0,0.0,0.0,0.0,0.0,0.0
train-ticket-0.0.2,ts-station-service,1.0976380993288717e-26,0.31930739666838015,0.0,0.0,1.0117183873276707e-26,0.32020617193230405,0.0,0.0,-0.04801361895352506,0.07418500672004481,0.08645370938186417
train-ticket-0.0.2,ts-ticketinfo-service,2.190717011205691e-16,0.002154805005515246,1.549814748355775e-19,0.0,2.019234466281265e-16,0.0021608702750885275,1.3862079373982035e-19,0.0,-0.23599461264428317,0.10869836214923084,0.12667487713518066
train-ticket-0.0.2,ts-train-food-service,2.2270447706441372e-27,0.0,0.0,0.0,2.0527186011858065e-27,0.0,0.0,0.0,0.0,0.0,0.0
train-ticket-0.0.2,ts-train-service,1.1692193826053933e-28,2.671225713321644e-18,0.0,0.0,1.0776965093732223e-28,2.678744585795445e-18,0.0,0.0,-0.16875729778740253,0.08345695932681016,0.09725905579226111
train-ticket-0.0.2,ts-travel-plan-service,0.22391815019608716,0.02480458235883855,0.2149693561000243,0.004803636915965038,0.2063905306751788,0.024874401427512495,0.19227603043485014,0.20710678118654713,-0.1880840849395827,0.14329952913440727,0.1669983787033421
train-ticket-0.0.2,ts-travel-service,0.06550925217432972,0.04373466208730928,0.06045877902167574,0.0014069526783281232,0.060381390738330085,0.0438577648806372,0.054076423943032366,0.060660171779821054,-0.3329934560051735,0.06814817073437124,0.07941850257975461
train-ticket-0.0.2,ts-travel2-service,0.06550925217432972,0.015232026799277548,0.06045877902167574,0.0014069526783281232,0.060381390738330085,0.015274901374215236,0.054076423943032366,0.060660171779821054,-0.32808068552004116,0.18097262556512816,0.21090184483939697
train-ticket-0.0.2,ts-user-service,3.807136614011284e-30,4.803661398757692e-17,7.754588557468486e-23,0.0,3.50912574720092e-30,4.817182576426975e-17,6.935972328966672e-23,0.0,1.0319140763097894e-19,0.2801934934616312,0.3265318414789043
train-ticket-0.0.2,ts-verification-code-service,3.3403788449847204e-32,8.632984730148836e-18,0.0,0.0,3.0789043311978226e-32,8.657284552859642e-18,0.0,0.0,0.0,0.04369989183135246,0.05092697184302908
train-ticket-0.0.3,ts-admin-basic-info-service,2.064579909553598e-18,0.022230600373736017,5.191230960717469e-21,0.0,1.4871114281994662e-18,0.01756079150441704,3.711305001446103e-21,0.0,0.0,0.16349892331438798,0.15232290033219392
train-ticket-0.0.3,ts-admin-order-service,3.7662301734034184e-21,0.019306179920249116,1.8610149921083264e-18,0.0,2.7128055960347313e-21,0.015250681251362025,1.3304733116754331e-18,0.0,0.0,0.06641786038380419,0.061877845568842835
train-ticket-0.0.3,ts-admin-route-service,2.473921001624356e-24,1.0165038072668051e-20,6.5099811745533955e-22,0.0,1.781958730177569e-24,8.0297477903241e-21,4.654103405389772e-22,0.0,0.0,0.1324011768533014,0.12335085061637124
train-ticket-0.0.3,ts-admin-travel-service,0.11901345637856234,0.004150047685747401,0.07481392554004,0.017443815404995563,0.08572507669531015,0.0032782795299086584,0.05348582988035508,0.08439972424814894,0.0,0.051902497854711106,0.04835468544653922
train-ticket-0.0.3,ts-admin-user-service,1.1990876281235605e-26,3.4079171146937925e-19,4.534179140545414e-17,0.0,8.636996354288343e-27,2.6920425408832386e-19,3.2415667592322e-17,0.0,0.0,0.1162644211790056,0.10831712821359858
train-ticket-0.0.3,ts-assurance-service,1.1938591746825543e-26,5.990940488198178e-19,0.0,0.0,8.59933594294776e-27,4.732470336379765e-19,0.0,0.0,-0.12732202329702036,0.17149822282355992,0.1597754050775615
train-ticket-0.0.3,ts-auth-service,9.563764747288615e-33,1.1361147399215446e-17,2.6337830124639573e-21,0.0,6.888754359417956e-33,8.974599757741184e-18,1.8829391604511306e-21,0.0,0.0,0.06266910336496016,0.058385336075963856
train-ticket-0.0.3,ts-basic-service,1.1777937449222431e-16,0.024700642843273283,1.3933073543595737e-21,0.0,8.483617078858551e-17,0.01951197141343313,9.961006535666933e-22,0.0,-0.060528410742738625,0.45608494231304025,0.42490910522619973
train-ticket-0.0.3,ts-cancel-service,1.1167859074444877e-19,0.02063839161207914,7.167834271844864e-21,0.0,8.044179245025698e-20,0.016303045621494514,5.124414495123527e-21,0.0,0.0,0.151151186104483,0.14081919678341975
train-ticket-0.0.3,ts-config-service,1.573494969787738e-18,9.895624504251074e-18,0.0,0.0,1.1333842497245185e-18,7.81692782937419e-18,0.0,0.0,-0.10424896185810964,0.14528260031995407,0.1353517601212906
train-ticket-0.0.3,ts-consign-price-service,2.1553816785874658e-18,2.599246084112779e-17,0.0,0.0,1.5525157013913862e-18,2.0532427277899018e-17,0.0,0.0,-0.034981535926471484,0.11529916146697093,0.10741784914845014
train-ticket-0.0.3,ts-consign-service,5.8010499256130525e-18,1.3631187651454623e-17,2.6477834886513325e-20,0.0,4.178480861900916e-18,1.0767790355656965e-17,1.8929483543571656e-20,0.0,-0.13630006629466265,0.13953454242815333,0.12999661262791626
train-ticket-0.0.3,ts-contacts-service,3.665136733760518e-18,4.273123808061565e-18,0.0,0.0,2.6399882598234843e-18,3.375502010939113e-18,0.0,0.0,-0.1273220232970203,0.18084988744166847,0.16848783356753488
train-ticket-0.0.3,ts-execute-service,3.3572979104331246e-18,0.019306179920249116,1.311374644498552e-20,0.0,2.4182527725724117e-18,0.015250681251362025,9.375254758891397e-21,0.0,-8.673617379884035e-19,0.08757665813965132,0.08159032670558759
