MS_system,Version Id,Microservice,Sum(Di)_x,Sum(Fin)_x,Sum(Fout)_x,Sum(IOVars)_x,Sum(MCLC)_x,Sum(NBD)_x,Sum(Si)_x,Sum(VG)_x,Avg(Di)_x,Avg(Fin)_x,Avg(Fout)_x,Avg(IOVars)_x,Avg(MCLC)_x,Avg(NBD)_x,Avg(Si)_x,Avg(VG)_x,Max(Di)_x,Max(Fin)_x,Max(Fout)_x,Max(IOVars)_x,Max(MCLC)_x,Max(NBD)_x,Max(Si)_x,Max(VG)_x,Sum(Di)_y,Sum(Fin)_y,Sum(Fout)_y,Sum(IOVars)_y,Sum(MCLC)_y,Sum(NBD)_y,Sum(Si)_y,Sum(VG)_y,Avg(Di)_y,Avg(Fin)_y,Avg(Fout)_y,Avg(IOVars)_y,Avg(MCLC)_y,Avg(NBD)_y,Avg(Si)_y,Avg(VG)_y,Max(Di)_y,Max(Fin)_y,Max(Fout)_y,Max(IOVars)_y,Max(MCLC)_y,Max(NBD)_y,Max(Si)_y,Max(VG)_y
train-ticket-0.0.2,2,ts-cancel-service,137.130532213,41.0,41.0,147.0,81.0,124.0,513.0,151.0,1.2466412019363637,0.37272727272727274,0.37272727272727274,1.3363636363636364,0.7363636363636363,1.1272727272727272,4.663636363636364,1.3727272727272728,4.0,14.0,16.0,4.0,25.0,6.0,256.0,18.0,137.130532213,41.0,41.0,147.0,81.0,124.0,513.0,151.0,1.2466412019363637,0.37272727272727274,0.37272727272727274,1.3363636363636364,0.7363636363636363,1.1272727272727272,4.663636363636364,1.3727272727272728,4.0,14.0,16.0,4.0,25.0,6.0,256.0,18.0
train-ticket-0.0.2,2,ts-config-service,61.0,10.0,10.0,66.0,20.0,39.0,50.0,39.0,1.8484848484848484,0.30303030303030304,0.30303030303030304,2.0,0.6060606060606061,1.1818181818181819,1.5151515151515151,1.1818181818181819,4.0,6.0,5.0,4.0,5.0,2.0,25.0,3.0,61.0,10.0,10.0,66.0,20.0,39.0,50.0,39.0,1.8484848484848484,0.30303030303030304,0.30303030303030304,2.0,0.6060606060606061,1.1818181818181819,1.5151515151515151,1.1818181818181819,4.0,6.0,5.0,4.0,5.0,2.0,25.0,3.0
train-ticket-0.0.2,2,ts-consign-price-service,49.33939394,19.0,19.0,57.0,11.0,35.0,141.0,36.0,1.4951331496969698,0.5757575757575758,0.5757575757575758,1.7272727272727273,0.3333333333333333,1.0606060606060606,4.2727272727272725,1.0909090909090908,4.0,4.0,10.0,4.0,9.0,2.0,100.0,3.0,49.33939394,19.0,19.0,57.0,11.0,35.0,141.0,36.0,1.4951331496969698,0.5757575757575758,0.5757575757575758,1.7272727272727273,0.3333333333333333,1.0606060606060606,4.2727272727272725,1.0909090909090908,4.0,4.0,10.0,4.0,9.0,2.0,100.0,3.0
train-ticket-0.0.2,2,ts-consign-service,71.0,0.0,0.0,71.0,27.0,38.0,0.0,43.0,2.0285714285714285,0.0,0.0,2.0285714285714285,0.7714285714285715,1.0857142857142856,0.0,1.2285714285714286,3.0,0.0,0.0,3.0,10.0,2.0,0.0,3.0,71.0,0.0,0.0,71.0,27.0,38.0,0.0,43.0,2.0285714285714285,0.0,0.0,2.0285714285714285,0.7714285714285715,1.0857142857142856,0.0,1.2285714285714286,3.0,0.0,0.0,3.0,10.0,2.0,0.0,3.0
train-ticket-0.0.2,2,ts-contacts-service,78.636904762,21.0,21.0,89.0,33.0,55.0,115.0,62.0,1.7094979296086956,0.45652173913043476,0.45652173913043476,1.934782608695652,0.717391304347826,1.1956521739130435,2.5,1.3478260869565217,3.0,4.0,7.0,3.0,9.0,2.0,49.0,8.0,78.636904762,21.0,21.0,89.0,33.0,55.0,115.0,62.0,1.7094979296086956,0.45652173913043476,0.45652173913043476,1.934782608695652,0.717391304347826,1.1956521739130435,2.5,1.3478260869565217,3.0,4.0,7.0,3.0,9.0,2.0,49.0,8.0
train-ticket-0.0.2,2,ts-execute-service,73.733333333,20.0,20.0,80.0,56.0,60.0,216.0,83.0,1.4179487179423078,0.38461538461538464,0.38461538461538464,1.5384615384615385,1.0769230769230769,1.1538461538461537,4.153846153846154,1.5961538461538463,4.0,7.0,14.0,4.0,22.0,4.0,196.0,18.0,73.733333333,20.0,20.0,80.0,56.0,60.0,216.0,83.0,1.4179487179423078,0.38461538461538464,0.38461538461538464,1.5384615384615385,1.0769230769230769,1.1538461538461537,4.153846153846154,1.5961538461538463,4.0,7.0,14.0,4.0,22.0,4.0,196.0,18.0
train-ticket-0.0.2,2,ts-food-map-service,94.0,4.0,4.0,98.0,30.0,75.0,8.0,78.0,1.492063492063492,0.06349206349206349,0.06349206349206349,1.5555555555555556,0.47619047619047616,1.1904761904761905,0.12698412698412698,1.2380952380952381,3.0,2.0,2.0,3.0,4.0,4.0,4.0,5.0,94.0,4.0,4.0,98.0,30.0,75.0,8.0,78.0,1.492063492063492,0.06349206349206349,0.06349206349206349,1.5555555555555556,0.47619047619047616,1.1904761904761905,0.12698412698412698,1.2380952380952381,3.0,2.0,2.0,3.0,4.0,4.0,4.0,5.0
train-ticket-0.0.2,2,ts-food-service,122.572727273,21.0,21.0,132.0,52.0,99.0,185.0,109.0,1.4088819226781608,0.2413793103448276,0.2413793103448276,1.5172413793103448,0.5977011494252874,1.1379310344827587,2.1264367816091956,1.2528735632183907,6.0,4.0,10.0,6.0,36.0,5.0,100.0,15.0,122.572727273,21.0,21.0,132.0,52.0,99.0,185.0,109.0,1.4088819226781608,0.2413793103448276,0.2413793103448276,1.5172413793103448,0.5977011494252874,1.1379310344827587,2.1264367816091956,1.2528735632183907,6.0,4.0,10.0,6.0,36.0,5.0,100.0,15.0
train-ticket-0.0.2,2,ts-inside-payment-service,180.766666667,55.0,55.0,197.0,90.0,147.0,633.0,177.0,1.4012919896666667,0.4263565891472868,0.4263565891472868,1.5271317829457365,0.6976744186046512,1.1395348837209303,4.906976744186046,1.372093023255814,4.0,9.0,17.0,4.0,22.0,4.0,289.0,18.0,180.766666667,55.0,55.0,197.0,90.0,147.0,633.0,177.0,1.4012919896666667,0.4263565891472868,0.4263565891472868,1.5271317829457365,0.6976744186046512,1.1395348837209303,4.906976744186046,1.372093023255814,4.0,9.0,17.0,4.0,22.0,4.0,289.0,18.0
train-ticket-0.0.2,2,ts-notification-service,80.15,33.0,33.0,92.0,0.0,72.0,261.0,67.0,1.196268656716418,0.4925373134328358,0.4925373134328358,1.373134328358209,0.0,1.0746268656716418,3.8955223880597014,1.0,3.0,4.0,9.0,3.0,0.0,2.0,81.0,1.0,80.15,33.0,33.0,92.0,0.0,72.0,261.0,67.0,1.196268656716418,0.4925373134328358,0.4925373134328358,1.373134328358209,0.0,1.0746268656716418,3.8955223880597014,1.0,3.0,4.0,9.0,3.0,0.0,2.0,81.0,1.0
train-ticket-0.0.2,2,ts-order-other-service,257.084103641,137.0,137.0,304.0,135.0,209.0,2235.0,241.0,1.4442927170842697,0.7696629213483146,0.7696629213483146,1.7078651685393258,0.7584269662921348,1.1741573033707866,12.5561797752809,1.353932584269663,4.0,12.0,29.0,4.0,24.0,10.0,841.0,18.0,257.084103641,137.0,137.0,304.0,135.0,209.0,2235.0,241.0,1.4442927170842697,0.7696629213483146,0.7696629213483146,1.7078651685393258,0.7584269662921348,1.1741573033707866,12.5561797752809,1.353932584269663,4.0,12.0,29.0,4.0,24.0,10.0,841.0,18.0
train-ticket-0.0.2,2,ts-order-service,261.13767507,136.0,136.0,308.0,138.0,210.0,2222.0,243.0,1.4588696931284917,0.7597765363128491,0.7597765363128491,1.7206703910614525,0.770949720670391,1.1731843575418994,12.41340782122905,1.3575418994413408,4.0,12.0,29.0,4.0,24.0,10.0,841.0,18.0,261.13767507,136.0,136.0,308.0,138.0,210.0,2222.0,243.0,1.4588696931284917,0.7597765363128491,0.7597765363128491,1.7206703910614525,0.770949720670391,1.1731843575418994,12.41340782122905,1.3575418994413408,4.0,12.0,29.0,4.0,24.0,10.0,841.0,18.0
train-ticket-0.0.2,2,ts-payment-service,49.166666667,9.0,9.0,55.0,11.0,39.0,33.0,39.0,1.4047619047714286,0.2571428571428571,0.2571428571428571,1.5714285714285714,0.3142857142857143,1.1142857142857143,0.9428571428571428,1.1142857142857143,3.0,3.0,5.0,3.0,4.0,2.0,25.0,3.0,49.166666667,9.0,9.0,55.0,11.0,39.0,33.0,39.0,1.4047619047714286,0.2571428571428571,0.2571428571428571,1.5714285714285714,0.3142857142857143,1.1142857142857143,0.9428571428571428,1.1142857142857143,3.0,3.0,5.0,3.0,4.0,2.0,25.0,3.0
train-ticket-0.0.2,2,ts-preserve-other-service,311.759523809,92.0,92.0,324.0,87.0,277.0,4992.0,314.0,1.1632818052574625,0.34328358208955223,0.34328358208955223,1.208955223880597,0.3246268656716418,1.0335820895522387,18.62686567164179,1.171641791044776,8.0,6.0,69.0,8.0,40.0,5.0,4761.0,18.0,311.759523809,92.0,92.0,324.0,87.0,277.0,4992.0,314.0,1.1632818052574625,0.34328358208955223,0.34328358208955223,1.208955223880597,0.3246268656716418,1.0335820895522387,18.62686567164179,1.171641791044776,8.0,6.0,69.0,8.0,40.0,5.0,4761.0,18.0
train-ticket-0.0.2,2,ts-preserve-service,318.757762556,95.0,95.0,331.0,92.0,284.0,5415.0,321.0,1.1591191365672726,0.34545454545454546,0.34545454545454546,1.2036363636363636,0.33454545454545453,1.0327272727272727,19.69090909090909,1.1672727272727272,8.0,6.0,72.0,8.0,45.0,5.0,5184.0,18.0,318.757762556,95.0,95.0,331.0,92.0,284.0,5415.0,321.0,1.1591191365672726,0.34545454545454546,0.34545454545454546,1.2036363636363636,0.33454545454545453,1.0327272727272727,19.69090909090909,1.1672727272727272,8.0,6.0,72.0,8.0,45.0,5.0,5184.0,18.0
train-ticket-0.0.2,2,ts-price-service,85.843137254,32.0,32.0,94.0,20.0,56.0,384.0,57.0,1.7519007602857142,0.6530612244897959,0.6530612244897959,1.9183673469387754,0.40816326530612246,1.1428571428571428,7.836734693877551,1.163265306122449,5.0,8.0,16.0,5.0,6.0,3.0,256.0,4.0,85.843137254,32.0,32.0,94.0,20.0,56.0,384.0,57.0,1.7519007602857142,0.6530612244897959,0.6530612244897959,1.9183673469387754,0.40816326530612246,1.1428571428571428,7.836734693877551,1.163265306122449,5.0,8.0,16.0,5.0,6.0,3.0,256.0,4.0
train-ticket-0.0.2,2,ts-rebook-service,242.619246031,90.0,90.0,266.0,127.0,227.0,1564.0,276.0,1.2191921911105528,0.45226130653266333,0.45226130653266333,1.3366834170854272,0.6381909547738693,1.1407035175879396,7.85929648241206,1.3869346733668342,8.0,10.0,26.0,8.0,27.0,10.0,676.0,18.0,242.619246031,90.0,90.0,266.0,127.0,227.0,1564.0,276.0,1.2191921911105528,0.45226130653266333,0.45226130653266333,1.3366834170854272,0.6381909547738693,1.1407035175879396,7.85929648241206,1.3869346733668342,8.0,10.0,26.0,8.0,27.0,10.0,676.0,18.0
train-ticket-0.0.2,2,ts-route-plan-service,158.745476436,73.0,73.0,176.0,88.0,146.0,1305.0,153.0,1.2026172457272726,0.553030303030303,0.553030303030303,1.3333333333333333,0.6666666666666666,1.106060606060606,9.886363636363637,1.1590909090909092,8.0,8.0,26.0,8.0,26.0,4.0,676.0,8.0,158.745476436,73.0,73.0,176.0,88.0,146.0,1305.0,153.0,1.2026172457272726,0.553030303030303,0.553030303030303,1.3333333333333333,0.6666666666666666,1.106060606060606,9.886363636363637,1.1590909090909092,8.0,8.0,26.0,8.0,26.0,4.0,676.0,8.0
train-ticket-0.0.2,2,ts-route-service,74.530769231,17.0,17.0,82.0,39.0,55.0,161.0,61.0,1.5527243589791666,0.3541666666666667,0.3541666666666667,1.7083333333333333,0.8125,1.1458333333333333,3.3541666666666665,1.2708333333333333,4.0,5.0,12.0,4.0,14.0,3.0,144.0,6.0,74.530769231,17.0,17.0,82.0,39.0,55.0,161.0,61.0,1.5527243589791666,0.3541666666666667,0.3541666666666667,1.7083333333333333,0.8125,1.1458333333333333,3.3541666666666665,1.2708333333333333,4.0,5.0,12.0,4.0,14.0,3.0,144.0,6.0
train-ticket-0.0.2,2,ts-seat-service,85.854166667,33.0,33.0,93.0,83.0,73.0,515.0,81.0,1.2814054726417912,0.4925373134328358,0.4925373134328358,1.3880597014925373,1.2388059701492538,1.0895522388059702,7.686567164179104,1.208955223880597,5.0,8.0,17.0,5.0,32.0,3.0,289.0,8.0,85.854166667,33.0,33.0,93.0,83.0,73.0,515.0,81.0,1.2814054726417912,0.4925373134328358,0.4925373134328358,1.3880597014925373,1.2388059701492538,1.0895522388059702,7.686567164179104,1.208955223880597,5.0,8.0,17.0,5.0,32.0,3.0,289.0,8.0
train-ticket-0.0.2,2,ts-security-service,101.333333332,36.0,36.0,119.0,63.0,84.0,302.0,102.0,1.299145299128205,0.46153846153846156,0.46153846153846156,1.5256410256410255,0.8076923076923077,1.0769230769230769,3.871794871794872,1.3076923076923077,3.0,6.0,14.0,4.0,23.0,2.0,196.0,18.0,101.333333332,36.0,36.0,119.0,63.0,84.0,302.0,102.0,1.299145299128205,0.46153846153846156,0.46153846153846156,1.5256410256410255,0.8076923076923077,1.0769230769230769,3.871794871794872,1.3076923076923077,3.0,6.0,14.0,4.0,23.0,2.0,196.0,18.0
train-ticket-0.0.2,2,ts-ticketinfo-service,95.0,0.0,0.0,95.0,3.0,71.0,0.0,73.0,1.3970588235294117,0.0,0.0,1.3970588235294117,0.04411764705882353,1.0441176470588236,0.0,1.0735294117647058,8.0,0.0,0.0,8.0,1.0,3.0,0.0,6.0,95.0,0.0,0.0,95.0,3.0,71.0,0.0,73.0,1.3970588235294117,0.0,0.0,1.3970588235294117,0.04411764705882353,1.0441176470588236,0.0,1.0735294117647058,8.0,0.0,0.0,8.0,1.0,3.0,0.0,6.0
train-ticket-0.0.2,2,ts-train-service,65.857142858,12.0,12.0,71.0,21.0,45.0,72.0,45.0,1.8816326530857144,0.34285714285714286,0.34285714285714286,2.0285714285714285,0.6,1.2857142857142858,2.057142857142857,1.2857142857142858,5.0,4.0,6.0,5.0,4.0,2.0,36.0,3.0,65.857142858,12.0,12.0,71.0,21.0,45.0,72.0,45.0,1.8816326530857144,0.34285714285714286,0.34285714285714286,2.0285714285714285,0.6,1.2857142857142858,2.057142857142857,1.2857142857142858,5.0,4.0,6.0,5.0,4.0,2.0,36.0,3.0
train-ticket-0.0.2,2,ts-travel-plan-service,213.303571429,76.0,76.0,228.0,17.0,170.0,1624.0,172.0,1.324866903285714,0.4720496894409938,0.4720496894409938,1.4161490683229814,0.10559006211180125,1.0559006211180124,10.08695652173913,1.0683229813664596,8.0,9.0,23.0,8.0,5.0,3.0,529.0,6.0,213.303571429,76.0,76.0,228.0,17.0,170.0,1624.0,172.0,1.324866903285714,0.4720496894409938,0.4720496894409938,1.4161490683229814,0.10559006211180125,1.0559006211180124,10.08695652173913,1.0683229813664596,8.0,9.0,23.0,8.0,5.0,3.0,529.0,6.0
train-ticket-0.0.2,2,ts-travel-service,296.489132707,77.0,77.0,329.0,142.0,246.0,1165.0,259.0,1.3355366338153154,0.34684684684684686,0.34684684684684686,1.481981981981982,0.6396396396396397,1.1081081081081081,5.247747747747748,1.1666666666666667,8.0,6.0,28.0,9.0,23.0,6.0,784.0,6.0,296.489132707,77.0,77.0,329.0,142.0,246.0,1165.0,259.0,1.3355366338153154,0.34684684684684686,0.34684684684684686,1.481981981981982,0.6396396396396397,1.1081081081081081,5.247747747747748,1.1666666666666667,8.0,6.0,28.0,9.0,23.0,6.0,784.0,6.0
train-ticket-0.0.2,2,ts-travel2-service,293.145454546,76.0,76.0,323.0,111.0,244.0,1218.0,257.0,1.3324793388454546,0.34545454545454546,0.34545454545454546,1.4681818181818183,0.5045454545454545,1.1090909090909091,5.536363636363636,1.1681818181818182,8.0,6.0,29.0,9.0,25.0,6.0,841.0,6.0,293.145454546,76.0,76.0,323.0,111.0,244.0,1218.0,257.0,1.3324793388454546,0.34545454545454546,0.34545454545454546,1.4681818181818183,0.5045454545454545,1.1090909090909091,5.536363636363636,1.1681818181818182,8.0,6.0,29.0,9.0,25.0,6.0,841.0,6.0
train-ticket-0.0.2,2,ts-verification-code-service,40.333333333,2.0,2.0,45.0,45.0,17.0,4.0,25.0,3.6666666666363636,0.18181818181818182,0.18181818181818182,4.090909090909091,4.090909090909091,1.5454545454545454,0.36363636363636365,2.272727272727273,7.0,2.0,2.0,7.0,20.0,3.0,4.0,7.0,40.333333333,2.0,2.0,45.0,45.0,17.0,4.0,25.0,3.6666666666363636,0.18181818181818182,0.18181818181818182,4.090909090909091,4.090909090909091,1.5454545454545454,0.36363636363636365,2.272727272727273,7.0,2.0,2.0,7.0,20.0,3.0,4.0,7.0
train-ticket-0.0.3,3,ts-admin-basic-info-service,226.0,0.0,0.0,226.0,16.0,108.0,0.0,114.0,2.1320754716981134,0.0,0.0,2.1320754716981134,0.1509433962264151,1.0188679245283019,0.0,1.0754716981132075,5.0,0.0,0.0,5.0,9.0,2.0,0.0,8.0,226.0,0.0,0.0,226.0,16.0,108.0,0.0,114.0,2.1320754716981134,0.0,0.0,2.1320754716981134,0.1509433962264151,1.0188679245283019,0.0,1.0754716981132075,5.0,0.0,0.0,5.0,9.0,2.0,0.0,8.0
train-ticket-0.0.3,3,ts-admin-order-service,47.0,0.0,0.0,47.0,37.0,26.0,0.0,46.0,2.35,0.0,0.0,2.35,1.85,1.3,0.0,2.3,4.0,0.0,0.0,4.0,22.0,2.0,0.0,18.0,47.0,0.0,0.0,47.0,37.0,26.0,0.0,46.0,2.35,0.0,0.0,2.35,1.85,1.3,0.0,2.3,4.0,0.0,0.0,4.0,22.0,2.0,0.0,18.0
train-ticket-0.0.3,3,ts-admin-route-service,56.0,0.0,0.0,56.0,1.0,40.0,0.0,39.0,1.435897435897436,0.0,0.0,1.435897435897436,0.02564102564102564,1.0256410256410255,0.0,1.0,3.0,0.0,0.0,3.0,1.0,2.0,0.0,1.0,56.0,0.0,0.0,56.0,1.0,40.0,0.0,39.0,1.435897435897436,0.0,0.0,1.435897435897436,0.02564102564102564,1.0256410256410255,0.0,1.0,3.0,0.0,0.0,3.0,1.0,2.0,0.0,1.0
train-ticket-0.0.3,3,ts-admin-travel-service,129.0,4.0,4.0,133.0,21.0,99.0,8.0,106.0,1.4021739130434783,0.043478260869565216,0.043478260869565216,1.4456521739130435,0.22826086956521738,1.076086956521739,0.08695652173913043,1.1521739130434783,8.0,4.0,2.0,8.0,6.0,3.0,4.0,6.0,129.0,4.0,4.0,133.0,21.0,99.0,8.0,106.0,1.4021739130434783,0.043478260869565216,0.043478260869565216,1.4456521739130435,0.22826086956521738,1.076086956521739,0.08695652173913043,1.1521739130434783,8.0,4.0,2.0,8.0,6.0,3.0,4.0,6.0
train-ticket-0.0.3,3,ts-assurance-service,117.333333333,5.0,5.0,119.0,20.0,72.0,25.0,72.0,1.9234972677540982,0.08196721311475409,0.08196721311475409,1.9508196721311475,0.32786885245901637,1.180327868852459,0.4098360655737705,1.180327868852459,5.0,3.0,5.0,5.0,4.0,3.0,25.0,3.0,117.333333333,5.0,5.0,119.0,20.0,72.0,25.0,72.0,1.9234972677540982,0.08196721311475409,0.08196721311475409,1.9508196721311475,0.32786885245901637,1.180327868852459,0.4098360655737705,1.180327868852459,5.0,3.0,5.0,5.0,4.0,3.0,25.0,3.0
train-ticket-0.0.3,3,ts-cancel-service,136.130532213,41.0,41.0,146.0,75.0,123.0,513.0,151.0,1.2375502928454547,0.37272727272727274,0.37272727272727274,1.3272727272727274,0.6818181818181818,1.1181818181818182,4.663636363636364,1.3727272727272728,4.0,14.0,16.0,4.0,23.0,6.0,256.0,18.0,136.130532213,41.0,41.0,146.0,75.0,123.0,513.0,151.0,1.2375502928454547,0.37272727272727274,0.37272727272727274,1.3272727272727274,0.6818181818181818,1.1181818181818182,4.663636363636364,1.3727272727272728,4.0,14.0,16.0,4.0,23.0,6.0,256.0,18.0
train-ticket-0.0.3,3,ts-common,37.5,1.0,1.0,38.0,11.0,26.0,1.0,23.0,1.9736842105263157,0.05263157894736842,0.05263157894736842,2.0,0.5789473684210527,1.368421052631579,0.05263157894736842,1.2105263157894737,3.0,1.0,1.0,3.0,5.0,3.0,1.0,3.0,37.5,1.0,1.0,38.0,11.0,26.0,1.0,23.0,1.9736842105263157,0.05263157894736842,0.05263157894736842,2.0,0.5789473684210527,1.368421052631579,0.05263157894736842,1.2105263157894737,3.0,1.0,1.0,3.0,5.0,3.0,1.0,3.0
train-ticket-0.0.3,3,ts-config-service,61.0,10.0,10.0,66.0,19.0,39.0,50.0,39.0,1.8484848484848484,0.30303030303030304,0.30303030303030304,2.0,0.5757575757575758,1.1818181818181819,1.5151515151515151,1.1818181818181819,4.0,6.0,5.0,4.0,5.0,2.0,25.0,3.0,61.0,10.0,10.0,66.0,19.0,39.0,50.0,39.0,1.8484848484848484,0.30303030303030304,0.30303030303030304,2.0,0.5757575757575758,1.1818181818181819,1.5151515151515151,1.1818181818181819,4.0,6.0,5.0,4.0,5.0,2.0,25.0,3.0
train-ticket-0.0.3,3,ts-consign-price-service,49.33939394,19.0,19.0,57.0,11.0,37.0,141.0,36.0,1.4951331496969698,0.5757575757575758,0.5757575757575758,1.7272727272727273,0.3333333333333333,1.121212121212121,4.2727272727272725,1.0909090909090908,4.0,4.0,10.0,4.0,9.0,3.0,100.0,3.0,49.33939394,19.0,19.0,57.0,11.0,37.0,141.0,36.0,1.4951331496969698,0.5757575757575758,0.5757575757575758,1.7272727272727273,0.3333333333333333,1.121212121212121,4.2727272727272725,1.0909090909090908,4.0,4.0,10.0,4.0,9.0,3.0,100.0,3.0
train-ticket-0.0.3,3,ts-consign-service,71.0,0.0,0.0,71.0,22.0,40.0,0.0,42.0,2.0285714285714285,0.0,0.0,2.0285714285714285,0.6285714285714286,1.1428571428571428,0.0,1.2,3.0,0.0,0.0,3.0,7.0,2.0,0.0,3.0,71.0,0.0,0.0,71.0,22.0,40.0,0.0,42.0,2.0285714285714285,0.0,0.0,2.0285714285714285,0.6285714285714286,1.1428571428571428,0.0,1.2,3.0,0.0,0.0,3.0,7.0,2.0,0.0,3.0
train-ticket-0.0.3,3,ts-contacts-service,79.636904762,21.0,21.0,90.0,26.0,55.0,115.0,62.0,1.6944022289787235,0.44680851063829785,0.44680851063829785,1.9148936170212767,0.5531914893617021,1.1702127659574468,2.4468085106382977,1.3191489361702127,3.0,4.0,7.0,3.0,9.0,2.0,49.0,8.0,79.636904762,21.0,21.0,90.0,26.0,55.0,115.0,62.0,1.6944022289787235,0.44680851063829785,0.44680851063829785,1.9148936170212767,0.5531914893617021,1.1702127659574468,2.4468085106382977,1.3191489361702127,3.0,4.0,7.0,3.0,9.0,2.0,49.0,8.0
train-ticket-0.0.3,3,ts-execute-service,72.733333333,20.0,20.0,79.0,57.0,60.0,216.0,84.0,1.3987179487115387,0.38461538461538464,0.38461538461538464,1.5192307692307692,1.0961538461538463,1.1538461538461537,4.153846153846154,1.6153846153846154,4.0,7.0,14.0,4.0,22.0,4.0,196.0,18.0,72.733333333,20.0,20.0,79.0,57.0,60.0,216.0,84.0,1.3987179487115387,0.38461538461538464,0.38461538461538464,1.5192307692307692,1.0961538461538463,1.1538461538461537,4.153846153846154,1.6153846153846154,4.0,7.0,14.0,4.0,22.0,4.0,196.0,18.0
train-ticket-0.0.3,3,ts-food-map-service,94.0,4.0,4.0,98.0,24.0,75.0,8.0,78.0,1.492063492063492,0.06349206349206349,0.06349206349206349,1.5555555555555556,0.38095238095238093,1.1904761904761905,0.12698412698412698,1.2380952380952381,3.0,2.0,2.0,3.0,4.0,4.0,4.0,5.0,94.0,4.0,4.0,98.0,24.0,75.0,8.0,78.0,1.492063492063492,0.06349206349206349,0.06349206349206349,1.5555555555555556,0.38095238095238093,1.1904761904761905,0.12698412698412698,1.2380952380952381,3.0,2.0,2.0,3.0,4.0,4.0,4.0,5.0
train-ticket-0.0.3,3,ts-food-service,113.572727273,20.0,20.0,122.0,43.0,89.0,182.0,99.0,1.4749704840649351,0.2597402597402597,0.2597402597402597,1.5844155844155845,0.5584415584415584,1.155844155844156,2.3636363636363638,1.2857142857142858,6.0,4.0,10.0,6.0,28.0,5.0,100.0,15.0,113.572727273,20.0,20.0,122.0,43.0,89.0,182.0,99.0,1.4749704840649351,0.2597402597402597,0.2597402597402597,1.5844155844155845,0.5584415584415584,1.155844155844156,2.3636363636363638,1.2857142857142858,6.0,4.0,10.0,6.0,28.0,5.0,100.0,15.0
