source,target,version,weight
ts-contacts-service,ts-sso-service,0.0.1,1
ts-admin-user-service,ts-sso-service,0.0.1,1
ts-login-service,ts-verification-code-service,0.0.1,1
ts-login-service,ts-sso-service,0.0.1,1
ts-cancel-service,ts-sso-service,0.0.1,1
ts-cancel-service,ts-notification-service,0.0.1,1
ts-cancel-service,ts-order-other-service,0.0.1,1
ts-cancel-service,ts-inside-payment-service,0.0.1,1
ts-cancel-service,ts-order-service,0.0.1,1
ts-assurance-service,ts-sso-service,0.0.1,1
ts-order-other-service,ts-sso-service,0.0.1,1
ts-order-other-service,ts-station-service,0.0.1,1
ts-preserve-service,ts-ticketinfo-service,0.0.1,1
ts-preserve-service,ts-seat-service,0.0.1,1
ts-preserve-service,ts-notification-service,0.0.1,1
ts-preserve-service,ts-sso-service,0.0.1,1
ts-preserve-service,ts-assurance-service,0.0.1,1
ts-preserve-service,ts-station-service,0.0.1,1
ts-preserve-service,ts-security-service,0.0.1,1
ts-preserve-service,ts-travel-service,0.0.1,1
ts-preserve-service,ts-contacts-service,0.0.1,1
ts-preserve-service,ts-order-service,0.0.1,1
ts-preserve-service,ts-food-service,0.0.1,1
ts-preserve-service,ts-consign-service,0.0.1,1
ts-security-service,ts-order-service,0.0.1,1
ts-security-service,ts-order-other-service,0.0.1,1
ts-consign-service,ts-consign-price-service,0.0.1,1
ts-order-service,ts-sso-service,0.0.1,1
ts-order-service,ts-station-service,0.0.1,1
ts-food-service,ts-food-map-service,0.0.1,1
ts-food-service,ts-travel-service,0.0.1,1
ts-food-service,ts-station-service,0.0.1,1
ts-rebook-service,ts-seat-service,0.0.1,1
ts-rebook-service,ts-sso-service,0.0.1,1
ts-rebook-service,ts-travel-service,0.0.1,1
ts-rebook-service,ts-travel2-service,0.0.1,1
ts-rebook-service,ts-order-service,0.0.1,1
ts-rebook-service,ts-order-other-service,0.0.1,1
ts-rebook-service,ts-station-service,0.0.1,1
ts-rebook-service,ts-inside-payment-service,0.0.1,1
ts-register-service,ts-verification-code-service,0.0.1,1
ts-register-service,ts-sso-service,0.0.1,1
ts-register-service,ts-inside-payment-service,0.0.1,1
ts-admin-basic-info-service,ts-contacts-service,0.0.1,1
ts-admin-basic-info-service,ts-station-service,0.0.1,1
ts-admin-basic-info-service,ts-train-service,0.0.1,1
ts-admin-basic-info-service,ts-config-service,0.0.1,1
ts-admin-basic-info-service,ts-price-service,0.0.1,1
ts-basic-service,ts-station-service,0.0.1,1
ts-basic-service,ts-train-service,0.0.1,1
ts-basic-service,ts-route-service,0.0.1,1
ts-basic-service,ts-price-service,0.0.1,1
ts-preserve-other-service,ts-ticketinfo-service,0.0.1,1
ts-preserve-other-service,ts-seat-service,0.0.1,1
ts-preserve-other-service,ts-notification-service,0.0.1,1
ts-preserve-other-service,ts-sso-service,0.0.1,1
ts-preserve-other-service,ts-assurance-service,0.0.1,1
ts-preserve-other-service,ts-station-service,0.0.1,1
ts-preserve-other-service,ts-security-service,0.0.1,1
ts-preserve-other-service,ts-travel2-service,0.0.1,1
ts-preserve-other-service,ts-contacts-service,0.0.1,1
ts-preserve-other-service,ts-order-other-service,0.0.1,1
ts-preserve-other-service,ts-food-service,0.0.1,1
ts-preserve-other-service,ts-consign-service,0.0.1,1
ts-route-plan-service,ts-route-service,0.0.1,1
ts-route-plan-service,ts-travel-service,0.0.1,1
ts-route-plan-service,ts-travel2-service,0.0.1,1
ts-route-plan-service,ts-station-service,0.0.1,1
ts-ticketinfo-service,ts-basic-service,0.0.1,1
ts-ticketinfo-service,ts-price-service,0.0.1,1
ts-inside-payment-service,ts-order-service,0.0.1,1
ts-inside-payment-service,ts-order-other-service,0.0.1,1
ts-inside-payment-service,ts-payment-service,0.0.1,1
ts-seat-service,ts-travel-service,0.0.1,1
ts-seat-service,ts-order-service,0.0.1,1
ts-seat-service,ts-travel2-service,0.0.1,1
ts-seat-service,ts-order-other-service,0.0.1,1
ts-seat-service,ts-config-service,0.0.1,1
ts-execute-service,ts-order-service,0.0.1,1
ts-execute-service,ts-order-other-service,0.0.1,1
ts-travel-plan-service,ts-seat-service,0.0.1,1
ts-travel-plan-service,ts-route-plan-service,0.0.1,1
ts-travel-plan-service,ts-travel-service,0.0.1,1
ts-travel-plan-service,ts-travel2-service,0.0.1,1
ts-travel-plan-service,ts-ticketinfo-service,0.0.1,1
ts-travel-plan-service,ts-station-service,0.0.1,1
ts-travel2-service,ts-ticketinfo-service,0.0.1,1
ts-travel2-service,ts-order-other-service,0.0.1,1
ts-travel2-service,ts-train-service,0.0.1,1
ts-travel2-service,ts-route-service,0.0.1,1
ts-travel2-service,ts-seat-service,0.0.1,1
ts-travel-service,ts-ticketinfo-service,0.0.1,1
ts-travel-service,ts-order-service,0.0.1,1
ts-travel-service,ts-train-service,0.0.1,1
ts-travel-service,ts-route-service,0.0.1,1
ts-travel-service,ts-seat-service,0.0.1,1
ts-admin-order-service,ts-order-service,0.0.1,1
ts-admin-order-service,ts-order-other-service,0.0.1,1
ts-admin-travel-service,ts-travel-service,0.0.1,1
ts-admin-travel-service,ts-travel2-service,0.0.1,1
ts-admin-route-service,ts-route-service,0.0.1,1
ts-admin-user-service,ts-user-service,0.0.2,1
ts-cancel-service,ts-notification-service,0.0.2,1
ts-cancel-service,ts-order-service,0.0.2,1
ts-cancel-service,ts-order-other-service,0.0.2,1
ts-cancel-service,ts-inside-payment-service,0.0.2,1
ts-cancel-service,ts-user-service,0.0.2,1
ts-order-other-service,ts-station-service,0.0.2,1
ts-preserve-service,ts-ticketinfo-service,0.0.2,1
ts-preserve-service,ts-seat-service,0.0.2,1
ts-preserve-service,ts-notification-service,0.0.2,1
ts-preserve-service,ts-user-service,0.0.2,1
ts-preserve-service,ts-assurance-service,0.0.2,1
ts-preserve-service,ts-station-service,0.0.2,1
ts-preserve-service,ts-security-service,0.0.2,1
ts-preserve-service,ts-travel-service,0.0.2,1
ts-preserve-service,ts-contacts-service,0.0.2,1
ts-preserve-service,ts-order-service,0.0.2,1
ts-preserve-service,ts-food-service,0.0.2,1
ts-preserve-service,ts-consign-service,0.0.2,1
ts-security-service,ts-order-service,0.0.2,1
ts-security-service,ts-order-other-service,0.0.2,1
ts-consign-service,ts-consign-price-service,0.0.2,1
ts-order-service,ts-station-service,0.0.2,1
ts-food-service,ts-food-map-service,0.0.2,1
ts-food-service,ts-travel-service,0.0.2,1
ts-food-service,ts-station-service,0.0.2,1
ts-rebook-service,ts-seat-service,0.0.2,1
ts-rebook-service,ts-station-service,0.0.2,1
ts-rebook-service,ts-inside-payment-service,0.0.2,1
ts-rebook-service,ts-travel-service,0.0.2,1
ts-rebook-service,ts-order-service,0.0.2,1
ts-admin-basic-info-service,ts-contacts-service,0.0.2,1
ts-admin-basic-info-service,ts-station-service,0.0.2,1
ts-admin-basic-info-service,ts-train-service,0.0.2,1
ts-admin-basic-info-service,ts-config-service,0.0.2,1
ts-admin-basic-info-service,ts-price-service,0.0.2,1
ts-basic-service,ts-station-service,0.0.2,1
ts-basic-service,ts-train-service,0.0.2,1
ts-basic-service,ts-route-service,0.0.2,1
ts-basic-service,ts-price-service,0.0.2,1
ts-preserve-other-service,ts-ticketinfo-service,0.0.2,1
ts-preserve-other-service,ts-seat-service,0.0.2,1
ts-preserve-other-service,ts-notification-service,0.0.2,1
ts-preserve-other-service,ts-user-service,0.0.2,1
ts-preserve-other-service,ts-assurance-service,0.0.2,1
ts-preserve-other-service,ts-station-service,0.0.2,1
ts-preserve-other-service,ts-security-service,0.0.2,1
ts-preserve-other-service,ts-travel2-service,0.0.2,1
ts-preserve-other-service,ts-contacts-service,0.0.2,1
ts-preserve-other-service,ts-order-other-service,0.0.2,1
ts-preserve-other-service,ts-food-service,0.0.2,1
ts-preserve-other-service,ts-consign-service,0.0.2,1
ts-auth-service,ts-verification-code-service,0.0.2,1
ts-user-service,ts-auth-service,0.0.2,1
ts-route-plan-service,ts-route-service,0.0.2,1
ts-route-plan-service,ts-travel-service,0.0.2,1
ts-route-plan-service,ts-travel2-service,0.0.2,1
ts-route-plan-service,ts-station-service,0.0.2,1
ts-ticketinfo-service,ts-basic-service,0.0.2,1
ts-inside-payment-service,ts-order-service,0.0.2,1
ts-inside-payment-service,ts-payment-service,0.0.2,1
ts-inside-payment-service,ts-order-other-service,0.0.2,1
ts-seat-service,ts-travel-service,0.0.2,1
ts-seat-service,ts-order-service,0.0.2,1
ts-seat-service,ts-travel2-service,0.0.2,1
ts-seat-service,ts-order-other-service,0.0.2,1
ts-seat-service,ts-config-service,0.0.2,1
ts-execute-service,ts-order-service,0.0.2,1
ts-execute-service,ts-order-other-service,0.0.2,1
ts-travel-plan-service,ts-seat-service,0.0.2,1
ts-travel-plan-service,ts-route-plan-service,0.0.2,1
ts-travel-plan-service,ts-travel-service,0.0.2,1
ts-travel-plan-service,ts-travel2-service,0.0.2,1
ts-travel-plan-service,ts-ticketinfo-service,0.0.2,1
ts-travel-plan-service,ts-station-service,0.0.2,1
ts-travel2-service,ts-ticketinfo-service,0.0.2,1
ts-travel2-service,ts-order-other-service,0.0.2,1
ts-travel2-service,ts-train-service,0.0.2,1
ts-travel2-service,ts-route-service,0.0.2,1
ts-travel2-service,ts-seat-service,0.0.2,1
ts-travel-service,ts-ticketinfo-service,0.0.2,1
ts-travel-service,ts-order-service,0.0.2,1
ts-travel-service,ts-train-service,0.0.2,1
ts-travel-service,ts-route-service,0.0.2,1
ts-travel-service,ts-seat-service,0.0.2,1
ts-admin-order-service,ts-order-service,0.0.2,1
ts-admin-order-service,ts-order-other-service,0.0.2,1
ts-admin-travel-service,ts-travel-service,0.0.2,1
ts-admin-travel-service,ts-travel2-service,0.0.2,1
ts-admin-route-service,ts-route-service,0.0.2,1
ts-admin-user-service,ts-user-service,0.0.3,1
ts-cancel-service,ts-notification-service,0.0.3,1
ts-cancel-service,ts-order-service,0.0.3,1
ts-cancel-service,ts-order-other-service,0.0.3,1
ts-cancel-service,ts-inside-payment-service,0.0.3,1
ts-cancel-service,ts-user-service,0.0.3,1
ts-order-other-service,ts-station-service,0.0.3,1
ts-preserve-service,ts-ticketinfo-service,0.0.3,1
ts-preserve-service,ts-seat-service,0.0.3,1
ts-preserve-service,ts-notification-service,0.0.3,1
ts-preserve-service,ts-user-service,0.0.3,1
ts-preserve-service,ts-assurance-service,0.0.3,1
ts-preserve-service,ts-station-service,0.0.3,1
ts-preserve-service,ts-security-service,0.0.3,1
ts-preserve-service,ts-travel-service,0.0.3,1
ts-preserve-service,ts-contacts-service,0.0.3,1
ts-preserve-service,ts-order-service,0.0.3,1
ts-preserve-service,ts-food-service,0.0.3,1
ts-preserve-service,ts-consign-service,0.0.3,1
ts-security-service,ts-order-service,0.0.3,1
ts-security-service,ts-order-other-service,0.0.3,1
ts-consign-service,ts-consign-price-service,0.0.3,1
ts-order-service,ts-station-service,0.0.3,1
ts-food-service,ts-food-map-service,0.0.3,1
ts-food-service,ts-travel-service,0.0.3,1
ts-food-service,ts-station-service,0.0.3,1
ts-rebook-service,ts-seat-service,0.0.3,1
ts-rebook-service,ts-station-service,0.0.3,1
ts-rebook-service,ts-inside-payment-service,0.0.3,1
ts-rebook-service,ts-travel-service,0.0.3,1
ts-rebook-service,ts-order-service,0.0.3,1
ts-admin-basic-info-service,ts-contacts-service,0.0.3,1
ts-admin-basic-info-service,ts-train-service,0.0.3,1
ts-admin-basic-info-service,ts-config-service,0.0.3,1
ts-admin-basic-info-service,ts-station-service,0.0.3,1
ts-admin-basic-info-service,ts-price-service,0.0.3,1
ts-basic-service,ts-station-service,0.0.3,1
ts-basic-service,ts-train-service,0.0.3,1
ts-basic-service,ts-route-service,0.0.3,1
ts-basic-service,ts-price-service,0.0.3,1
ts-preserve-other-service,ts-ticketinfo-service,0.0.3,1
ts-preserve-other-service,ts-seat-service,0.0.3,1
ts-preserve-other-service,ts-notification-service,0.0.3,1
ts-preserve-other-service,ts-user-service,0.0.3,1
ts-preserve-other-service,ts-assurance-service,0.0.3,1
ts-preserve-other-service,ts-station-service,0.0.3,1
ts-preserve-other-service,ts-security-service,0.0.3,1
ts-preserve-other-service,ts-travel2-service,0.0.3,1
ts-preserve-other-service,ts-contacts-service,0.0.3,1
ts-preserve-other-service,ts-order-other-service,0.0.3,1
ts-preserve-other-service,ts-food-service,0.0.3,1
ts-preserve-other-service,ts-consign-service,0.0.3,1
ts-auth-service,ts-verification-code-service,0.0.3,1
ts-user-service,ts-auth-service,0.0.3,1
ts-route-plan-service,ts-route-service,0.0.3,1
ts-route-plan-service,ts-travel-service,0.0.3,1
ts-route-plan-service,ts-travel2-service,0.0.3,1
ts-route-plan-service,ts-station-service,0.0.3,1
ts-ticketinfo-service,ts-basic-service,0.0.3,1
ts-inside-payment-service,ts-order-service,0.0.3,1
ts-inside-payment-service,ts-payment-service,0.0.3,1
ts-inside-payment-service,ts-order-other-service,0.0.3,1
ts-seat-service,ts-travel-service,0.0.3,1
ts-seat-service,ts-order-service,0.0.3,1
ts-seat-service,ts-travel2-service,0.0.3,1
ts-seat-service,ts-order-other-service,0.0.3,1
ts-seat-service,ts-config-service,0.0.3,1
ts-execute-service,ts-order-service,0.0.3,1
ts-execute-service,ts-order-other-service,0.0.3,1
ts-travel-plan-service,ts-seat-service,0.0.3,1
ts-travel-plan-service,ts-route-plan-service,0.0.3,1
ts-travel-plan-service,ts-travel-service,0.0.3,1
ts-travel-plan-service,ts-travel2-service,0.0.3,1
ts-travel-plan-service,ts-ticketinfo-service,0.0.3,1
ts-travel-plan-service,ts-station-service,0.0.3,1
ts-travel2-service,ts-ticketinfo-service,0.0.3,1
ts-travel2-service,ts-order-other-service,0.0.3,1
ts-travel2-service,ts-train-service,0.0.3,1
ts-travel2-service,ts-route-service,0.0.3,1
ts-travel2-service,ts-seat-service,0.0.3,1
ts-travel-service,ts-ticketinfo-service,0.0.3,1
ts-travel-service,ts-order-service,0.0.3,1
ts-travel-service,ts-train-service,0.0.3,1
