source,target,version
ts-admin-basic-info-service,ts-price-service,v0.0.4
ts-basic-service,ts-station-service,v0.0.4
ts-basic-service,ts-train-service,v0.0.4
ts-basic-service,ts-route-service,v0.0.4
ts-basic-service,ts-price-service,v0.0.4
ts-preserve-other-service,ts-ticketinfo-service,v0.0.4
ts-preserve-other-service,ts-seat-service,v0.0.4
ts-preserve-other-service,ts-notification-service,v0.0.4
ts-preserve-other-service,ts-user-service,v0.0.4
ts-preserve-other-service,ts-assurance-service,v0.0.4
ts-preserve-other-service,ts-station-service,v0.0.4
ts-preserve-other-service,ts-security-service,v0.0.4
ts-preserve-other-service,ts-travel2-service,v0.0.4
ts-preserve-other-service,ts-contacts-service,v0.0.4
ts-preserve-other-service,ts-order-other-service,v0.0.4
ts-preserve-other-service,ts-food-service,v0.0.4
ts-preserve-other-service,ts-consign-service,v0.0.4
ts-auth-service,ts-verification-code-service,v0.0.4
ts-user-service,ts-auth-service,v0.0.4
ts-route-plan-service,ts-route-service,v0.0.4
ts-route-plan-service,ts-travel-service,v0.0.4
ts-route-plan-service,ts-travel2-service,v0.0.4
ts-route-plan-service,ts-station-service,v0.0.4
ts-ticketinfo-service,ts-basic-service,v0.0.4
ts-inside-payment-service,ts-order-service,v0.0.4
ts-inside-payment-service,ts-payment-service,v0.0.4
ts-inside-payment-service,ts-order-other-service,v0.0.4
ts-seat-service,ts-travel-service,v0.0.4
ts-seat-service,ts-order-service,v0.0.4
ts-seat-service,ts-travel2-service,v0.0.4
ts-seat-service,ts-order-other-service,v0.0.4
ts-seat-service,ts-config-service,v0.0.4
ts-execute-service,ts-order-service,v0.0.4
ts-execute-service,ts-order-other-service,v0.0.4
ts-travel-plan-service,ts-seat-service,v0.0.4
ts-travel-plan-service,ts-route-plan-service,v0.0.4
ts-travel-plan-service,ts-travel-service,v0.0.4
ts-travel-plan-service,ts-travel2-service,v0.0.4
ts-travel-plan-service,ts-ticketinfo-service,v0.0.4
ts-travel-plan-service,ts-station-service,v0.0.4
ts-travel2-service,ts-ticketinfo-service,v0.0.4
ts-travel2-service,ts-order-other-service,v0.0.4
ts-travel2-service,ts-train-service,v0.0.4
ts-travel2-service,ts-route-service,v0.0.4
ts-travel2-service,ts-seat-service,v0.0.4
ts-travel-service,ts-ticketinfo-service,v0.0.4
ts-travel-service,ts-order-service,v0.0.4
ts-travel-service,ts-train-service,v0.0.4
ts-travel-service,ts-route-service,v0.0.4
ts-travel-service,ts-seat-service,v0.0.4
ts-admin-order-service,ts-order-service,v0.0.4
ts-admin-order-service,ts-order-other-service,v0.0.4
ts-admin-travel-service,ts-travel-service,v0.0.4
ts-admin-travel-service,ts-travel2-service,v0.0.4
ts-admin-route-service,ts-route-service,v0.0.4
ts-admin-user-service,ts-user-service,v0.1.0
ts-notification-service,mail-server,v0.1.0
ts-cancel-service,ts-notification-service,v0.1.0
ts-cancel-service,ts-order-service,v0.1.0
ts-cancel-service,ts-order-other-service,v0.1.0
ts-cancel-service,ts-inside-payment-service,v0.1.0
ts-cancel-service,ts-user-service,v0.1.0
ts-order-other-service,ts-station-service,v0.1.0
ts-preserve-service,ts-ticketinfo-service,v0.1.0
ts-preserve-service,ts-seat-service,v0.1.0
ts-preserve-service,ts-notification-service,v0.1.0
ts-preserve-service,ts-user-service,v0.1.0
ts-preserve-service,ts-assurance-service,v0.1.0
ts-preserve-service,ts-station-service,v0.1.0
ts-preserve-service,ts-security-service,v0.1.0
ts-preserve-service,ts-travel-service,v0.1.0
ts-preserve-service,ts-contacts-service,v0.1.0
ts-preserve-service,ts-order-service,v0.1.0
ts-preserve-service,ts-food-service,v0.1.0
ts-preserve-service,ts-consign-service,v0.1.0
ts-security-service,ts-order-service,v0.1.0
ts-security-service,ts-order-other-service,v0.1.0
ts-consign-service,ts-consign-price-service,v0.1.0
ts-order-service,ts-station-service,v0.1.0
ts-food-service,ts-food-map-service,v0.1.0
ts-food-service,ts-travel-service,v0.1.0
ts-food-service,ts-station-service,v0.1.0
ts-rebook-service,ts-seat-service,v0.1.0
ts-rebook-service,ts-station-service,v0.1.0
ts-rebook-service,ts-inside-payment-service,v0.1.0
ts-rebook-service,ts-travel-service,v0.1.0
ts-rebook-service,ts-order-service,v0.1.0
ts-admin-basic-info-service,ts-contacts-service,v0.1.0
ts-admin-basic-info-service,ts-train-service,v0.1.0
ts-admin-basic-info-service,ts-config-service,v0.1.0
ts-admin-basic-info-service,ts-station-service,v0.1.0
ts-admin-basic-info-service,ts-price-service,v0.1.0
ts-basic-service,ts-station-service,v0.1.0
ts-basic-service,ts-train-service,v0.1.0
ts-basic-service,ts-route-service,v0.1.0
ts-basic-service,ts-price-service,v0.1.0
ts-preserve-other-service,ts-ticketinfo-service,v0.1.0
ts-preserve-other-service,ts-seat-service,v0.1.0
ts-preserve-other-service,ts-notification-service,v0.1.0
ts-preserve-other-service,ts-user-service,v0.1.0
ts-preserve-other-service,ts-assurance-service,v0.1.0
ts-preserve-other-service,ts-station-service,v0.1.0
ts-preserve-other-service,ts-security-service,v0.1.0
ts-preserve-other-service,ts-travel2-service,v0.1.0
ts-preserve-other-service,ts-contacts-service,v0.1.0
ts-preserve-other-service,ts-order-other-service,v0.1.0
ts-preserve-other-service,ts-food-service,v0.1.0
ts-preserve-other-service,ts-consign-service,v0.1.0
ts-auth-service,ts-verification-code-service,v0.1.0
ts-user-service,ts-auth-service,v0.1.0
ts-route-plan-service,ts-route-service,v0.1.0
ts-route-plan-service,ts-travel-service,v0.1.0
ts-route-plan-service,ts-travel2-service,v0.1.0
ts-route-plan-service,ts-station-service,v0.1.0
ts-ticketinfo-service,ts-basic-service,v0.1.0
ts-inside-payment-service,ts-order-service,v0.1.0
ts-inside-payment-service,ts-payment-service,v0.1.0
ts-inside-payment-service,ts-order-other-service,v0.1.0
ts-seat-service,ts-travel-service,v0.1.0
ts-seat-service,ts-order-service,v0.1.0
ts-seat-service,ts-travel2-service,v0.1.0
ts-seat-service,ts-order-other-service,v0.1.0
ts-seat-service,ts-config-service,v0.1.0
ts-execute-service,ts-order-service,v0.1.0
ts-execute-service,ts-order-other-service,v0.1.0
ts-travel-plan-service,ts-seat-service,v0.1.0
ts-travel-plan-service,ts-route-plan-service,v0.1.0
ts-travel-plan-service,ts-travel-service,v0.1.0
ts-travel-plan-service,ts-travel2-service,v0.1.0
ts-travel-plan-service,ts-ticketinfo-service,v0.1.0
ts-travel-plan-service,ts-station-service,v0.1.0
ts-travel2-service,ts-ticketinfo-service,v0.1.0
ts-travel2-service,ts-order-other-service,v0.1.0
ts-travel2-service,ts-train-service,v0.1.0
ts-travel2-service,ts-route-service,v0.1.0
ts-travel2-service,ts-seat-service,v0.1.0
ts-travel-service,ts-ticketinfo-service,v0.1.0
ts-travel-service,ts-order-service,v0.1.0
ts-travel-service,ts-train-service,v0.1.0
ts-travel-service,ts-route-service,v0.1.0
ts-travel-service,ts-seat-service,v0.1.0
ts-admin-order-service,ts-order-service,v0.1.0
ts-admin-order-service,ts-order-other-service,v0.1.0
ts-admin-travel-service,ts-travel-service,v0.1.0
ts-admin-travel-service,ts-travel2-service,v0.1.0
ts-admin-route-service,ts-route-service,v0.1.0
ts-admin-user-service,ts-user-service,v0.2.0
ts-notification-service,mail-server,v0.2.0
ts-cancel-service,ts-notification-service,v0.2.0
ts-cancel-service,ts-order-service,v0.2.0
ts-cancel-service,ts-order-other-service,v0.2.0
ts-cancel-service,ts-inside-payment-service,v0.2.0
ts-cancel-service,ts-user-service,v0.2.0
ts-order-other-service,ts-station-service,v0.2.0
ts-preserve-service,ts-ticketinfo-service,v0.2.0
ts-preserve-service,ts-seat-service,v0.2.0
ts-preserve-service,ts-user-service,v0.2.0
ts-preserve-service,ts-assurance-service,v0.2.0
ts-preserve-service,ts-station-service,v0.2.0
ts-preserve-service,ts-security-service,v0.2.0
ts-preserve-service,ts-travel-service,v0.2.0
ts-preserve-service,ts-contacts-service,v0.2.0
ts-preserve-service,ts-order-service,v0.2.0
ts-preserve-service,ts-food-service,v0.2.0
ts-preserve-service,ts-consign-service,v0.2.0
ts-security-service,ts-order-service,v0.2.0
ts-security-service,ts-order-other-service,v0.2.0
ts-consign-service,ts-consign-price-service,v0.2.0
ts-order-service,ts-station-service,v0.2.0
ts-food-service,ts-food-map-service,v0.2.0
ts-food-service,ts-travel-service,v0.2.0
ts-food-service,ts-station-service,v0.2.0
ts-rebook-service,ts-seat-service,v0.2.0
ts-rebook-service,ts-station-service,v0.2.0
ts-rebook-service,ts-inside-payment-service,v0.2.0
ts-rebook-service,ts-travel-service,v0.2.0
ts-rebook-service,ts-order-service,v0.2.0
ts-admin-basic-info-service,ts-contacts-service,v0.2.0
ts-admin-basic-info-service,ts-train-service,v0.2.0
ts-admin-basic-info-service,ts-config-service,v0.2.0
ts-admin-basic-info-service,ts-station-service,v0.2.0
ts-admin-basic-info-service,ts-price-service,v0.2.0
ts-basic-service,ts-station-service,v0.2.0
ts-basic-service,ts-train-service,v0.2.0
ts-basic-service,ts-route-service,v0.2.0
ts-basic-service,ts-price-service,v0.2.0
ts-preserve-other-service,ts-ticketinfo-service,v0.2.0
ts-preserve-other-service,ts-seat-service,v0.2.0
ts-preserve-other-service,ts-user-service,v0.2.0
ts-preserve-other-service,ts-assurance-service,v0.2.0
ts-preserve-other-service,ts-station-service,v0.2.0
ts-preserve-other-service,ts-security-service,v0.2.0
ts-preserve-other-service,ts-travel2-service,v0.2.0
ts-preserve-other-service,ts-contacts-service,v0.2.0
ts-preserve-other-service,ts-order-other-service,v0.2.0
ts-preserve-other-service,ts-food-service,v0.2.0
ts-preserve-other-service,ts-consign-service,v0.2.0
ts-auth-service,ts-verification-code-service,v0.2.0
ts-user-service,ts-auth-service,v0.2.0
ts-route-plan-service,ts-route-service,v0.2.0
ts-route-plan-service,ts-travel-service,v0.2.0
ts-route-plan-service,ts-travel2-service,v0.2.0
ts-route-plan-service,ts-station-service,v0.2.0
ts-ticketinfo-service,ts-basic-service,v0.2.0
ts-inside-payment-service,ts-order-service,v0.2.0
ts-inside-payment-service,ts-payment-service,v0.2.0
ts-inside-payment-service,ts-order-other-service,v0.2.0
ts-seat-service,ts-travel-service,v0.2.0
ts-seat-service,ts-order-service,v0.2.0
ts-seat-service,ts-travel2-service,v0.2.0
ts-seat-service,ts-order-other-service,v0.2.0
ts-seat-service,ts-config-service,v0.2.0
ts-execute-service,ts-order-service,v0.2.0
ts-execute-service,ts-order-other-service,v0.2.0
ts-travel-plan-service,ts-seat-service,v0.2.0
ts-travel-plan-service,ts-route-plan-service,v0.2.0
ts-travel-plan-service,ts-travel-service,v0.2.0
ts-travel-plan-service,ts-travel2-service,v0.2.0
ts-travel-plan-service,ts-ticketinfo-service,v0.2.0
ts-travel-plan-service,ts-station-service,v0.2.0
ts-travel2-service,ts-ticketinfo-service,v0.2.0
ts-travel2-service,ts-order-other-service,v0.2.0
ts-travel2-service,ts-train-service,v0.2.0
ts-travel2-service,ts-route-service,v0.2.0
ts-travel2-service,ts-seat-service,v0.2.0
ts-travel-service,ts-ticketinfo-service,v0.2.0
ts-travel-service,ts-order-service,v0.2.0
ts-travel-service,ts-train-service,v0.2.0
ts-travel-service,ts-route-service,v0.2.0
ts-travel-service,ts-seat-service,v0.2.0
ts-admin-order-service,ts-order-service,v0.2.0
ts-admin-order-service,ts-order-other-service,v0.2.0
ts-admin-travel-service,ts-travel-service,v0.2.0
ts-admin-travel-service,ts-travel2-service,v0.2.0
ts-admin-route-service,ts-route-service,v0.2.0
ts-notification-service,mail-server,v1.0.0
ts-cancel-service,ts-notification-service,v1.0.0
ts-cancel-service,ts-order-service,v1.0.0
ts-cancel-service,ts-order-other-service,v1.0.0
ts-cancel-service,ts-inside-payment-service,v1.0.0
ts-cancel-service,ts-user-service,v1.0.0
ts-order-other-service,ts-station-service,v1.0.0
ts-preserve-service,ts-basic-service,v1.0.0
ts-preserve-service,ts-seat-service,v1.0.0
ts-preserve-service,ts-user-service,v1.0.0
ts-preserve-service,ts-assurance-service,v1.0.0
ts-preserve-service,ts-station-service,v1.0.0
ts-preserve-service,ts-security-service,v1.0.0
ts-preserve-service,ts-travel-service,v1.0.0
ts-preserve-service,ts-contacts-service,v1.0.0
ts-preserve-service,ts-order-service,v1.0.0
ts-preserve-service,ts-food-service,v1.0.0
ts-preserve-service,ts-consign-service,v1.0.0
ts-security-service,ts-order-service,v1.0.0
ts-security-service,ts-order-other-service,v1.0.0
ts-consign-service,ts-consign-price-service,v1.0.0
ts-order-service,ts-station-service,v1.0.0
ts-food-service,ts-train-food-service,v1.0.0
ts-food-service,ts-travel-service,v1.0.0
ts-food-service,ts-station-food-service,v1.0.0
ts-rebook-service,ts-seat-service,v1.0.0
ts-rebook-service,ts-travel-service,v1.0.0
ts-rebook-service,ts-order-service,v1.0.0
ts-rebook-service,ts-train-service,v1.0.0
ts-rebook-service,ts-route-service,v1.0.0
ts-rebook-service,ts-inside-payment-service,v1.0.0
ts-admin-basic-info-service,ts-contacts-service,v1.0.0
ts-admin-basic-info-service,ts-station-service,v1.0.0
ts-admin-basic-info-service,ts-train-service,v1.0.0
ts-admin-basic-info-service,ts-config-service,v1.0.0
ts-admin-basic-info-service,ts-price-service,v1.0.0
ts-food-delivery-service,ts-station-food-service,v1.0.0
ts-basic-service,ts-station-service,v1.0.0
ts-basic-service,ts-train-service,v1.0.0
ts-basic-service,ts-route-service,v1.0.0
ts-basic-service,ts-price-service,v1.0.0
ts-preserve-other-service,ts-basic-service,v1.0.0
ts-preserve-other-service,ts-seat-service,v1.0.0
ts-preserve-other-service,ts-user-service,v1.0.0
ts-preserve-other-service,ts-assurance-service,v1.0.0
ts-preserve-other-service,ts-station-service,v1.0.0
ts-preserve-other-service,ts-security-service,v1.0.0
ts-preserve-other-service,ts-travel2-service,v1.0.0
ts-preserve-other-service,ts-contacts-service,v1.0.0
ts-preserve-other-service,ts-order-other-service,v1.0.0
ts-preserve-other-service,ts-food-service,v1.0.0
ts-preserve-other-service,ts-consign-service,v1.0.0
ts-route-plan-service,ts-route-service,v1.0.0
ts-route-plan-service,ts-travel-service,v1.0.0
ts-route-plan-service,ts-travel2-service,v1.0.0
ts-inside-payment-service,ts-order-service,v1.0.0
ts-inside-payment-service,ts-payment-service,v1.0.0
ts-inside-payment-service,ts-order-other-service,v1.0.0
ts-seat-service,ts-order-service,v1.0.0
ts-seat-service,ts-order-other-service,v1.0.0
ts-seat-service,ts-config-service,v1.0.0
ts-execute-service,ts-order-service,v1.0.0
ts-execute-service,ts-order-other-service,v1.0.0
ts-travel-plan-service,ts-seat-service,v1.0.0
ts-travel-plan-service,ts-route-plan-service,v1.0.0
ts-travel-plan-service,ts-travel-service,v1.0.0
ts-travel-plan-service,ts-travel2-service,v1.0.0
ts-travel-plan-service,ts-train-service,v1.0.0
ts-travel2-service,ts-basic-service,v1.0.0
ts-travel2-service,ts-train-service,v1.0.0
ts-travel2-service,ts-route-service,v1.0.0
ts-travel2-service,ts-seat-service,v1.0.0
ts-travel-service,ts-basic-service,v1.0.0
ts-travel-service,ts-train-service,v1.0.0
ts-travel-service,ts-route-service,v1.0.0
ts-travel-service,ts-seat-service,v1.0.0
ts-admin-order-service,ts-order-service,v1.0.0
ts-admin-order-service,ts-order-other-service,v1.0.0
ts-admin-travel-service,ts-travel-service,v1.0.0
ts-admin-travel-service,ts-travel2-service,v1.0.0
ts-admin-travel-service,ts-station-service,v1.0.0
ts-admin-travel-service,ts-train-service,v1.0.0
ts-admin-travel-service,ts-route-service,v1.0.0
ts-admin-route-service,ts-route-service,v1.0.0
ts-admin-route-service,ts-station-service,v1.0.0
